prediction_track_ranking,ranking_quantile,ranking_quintile,ranking_decile,ranking_vigintile,exp_calibration_error,max_calibration_error,macro_precision,macro_recall,macro_f1,n_entries,accuracy_top1,accuracy_top5,accuracy_top10,accuracy_top20,X80,X90,X95,X99
1,0.0033444816053511705,1,1,1,0.122735514932605,0.25058912596401,0.9171996124649588,0.7900405171855487,0.842476433611813,38,0.8193110739141926,0.9303145097348251,0.9494317681261563,0.9615892872874636,1,3,11,299
2,0.006688963210702341,1,1,1,0.243590873050832,0.243590873050832,0.8320600014078731,0.8075854985613242,0.80441808914942,113,0.7564091269491675,0.920623733591754,0.9443220861598097,0.9560391154964321,2,4,15,318
3,0.010033444816053512,1,1,1,0.338119989428244,0.338119989428244,0.9138052093960644,0.6133296554880234,0.7431251982449837,69,0.6618800105717558,0.9132235045370451,0.9344551140868645,0.9344551140868645,2,4,1314,1314
4,0.013377926421404682,1,1,1,0.034055975855754,0.117882833229486,0.9315319442674623,0.7460006446823917,0.8214202627204275,119,0.796317505065633,0.9089948022200687,0.929785921945203,0.9450268698793058,2,4,25,244
5,0.016722408026755852,1,1,1,0.152788671930226,0.458152388,0.9113267454513692,0.725763622043699,0.8071564177639944,101,0.7842480838692626,0.9022112589199189,0.92899304026077,0.9449387719143688,2,5,26,311
6,0.020066889632107024,1,1,1,0.0778357516111356,0.200983640041754,0.9319096651312574,0.7011295601925379,0.7985508758207482,68,0.7637212580389393,0.8999207118315566,0.9229142806801163,0.9229142806801163,2,6,1314,1314
7,0.023411371237458192,1,1,1,0.145788487285702,0.335594674098101,0.947124881916767,0.6993793583120347,0.8003122250322223,14,0.7664522949519866,0.8993921240419346,0.9221213989956832,0.9396528940181482,2,6,33,265
8,0.026755852842809364,1,1,1,0.0921187449607964,0.285768662320442,0.9055674253104185,0.7420826311984001,0.8098572965179082,46,0.7873315126420579,0.8979825566029425,0.920711831556691,0.9410624614571403,2,6,33,338
9,0.030100334448160536,1,1,1,0.0455098952263236,0.137651640966767,0.8718890376104217,0.7498211274903378,0.7975562829750905,28,0.787948198396617,0.893841952250903,0.9180688926085807,0.938155228614219,2,7,32,260
10,0.033444816053511704,1,1,1,0.240856144040173,0.240856144040173,0.9123725358652071,0.6845166269086098,0.7844963896635149,60,0.7583472821777817,0.8955158135847062,0.9158664434851554,0.9327812527530615,2,6,43,380
11,0.03678929765886288,1,1,1,0.189557454312647,0.394815726833076,0.9172981499364604,0.6997697077384207,0.7934006438502869,54,0.7575544004933487,0.8902299356884856,0.9157783455202185,0.9343670161219276,2,7,39,1314
12,0.04013377926421405,1,1,1,0.891903797022289,0.891903797022289,0.0889508600500537,0.09617184254909848,0.19025656286313963,68,0,0,0.9133116025019822,0.9133116025019822,10,10,1314,1314
13,0.043478260869565216,1,1,1,0.18949961668422,0.389765176345793,0.9130871723767547,0.6902372676129368,0.7817994187144255,82,0.7554400493348604,0.8904942295832966,0.9128711126772971,0.9314597832790062,2,7,46,535
14,0.046822742474916385,1,1,1,0.00888908466214432,0.00888908466214432,0.1301378733891443,0.09439916714385235,0.24347927882264864,34,0,0,0.9127830147123601,0.9127830147123601,10,10,1314,1314
15,0.05016722408026756,1,1,2,0.086063185886706,0.252201734279919,0.9061866503501286,0.7036158607041871,0.7878156708761317,47,0.7643379437934984,0.8881155845299974,0.912166328957801,0.9311954893841953,2,8,43,1314
16,0.05351170568561873,1,1,2,0.197331772412122,0.72862103,0.8861008765316729,0.7226265732095939,0.7943443556472923,12,0.7754382873755616,0.8862655272663201,0.911725839133116,0.9340146242621795,2,8,39,359
17,0.056856187290969896,1,1,2,0.210818090355123,0.373663110124859,0.8746450398444277,0.6980782582187339,0.7796488981923985,22,0.7500660734737028,0.8818606290194696,0.9106686635538719,0.9319883710686283,2,8,42,414
18,0.06020066889632107,1,1,2,0.147155154874284,0.274490387243243,0.8979154154427528,0.6849698757978828,0.777226489454115,57,0.7455730772619152,0.8810677473350366,0.9086424103603207,0.9086424103603207,2,8,1314,1314
19,0.06354515050167224,1,1,2,0.064916328957801,0.193272660098522,0.8408232021503391,0.692842996196953,0.764756649327004,15,0.7504184653334508,0.8773676328076822,0.9078495286758876,0.9282882565412739,2,9,52,388
20,0.06688963210702341,1,1,2,0.045122892858779,0.117448361885442,0.9365833177773292,0.6846822037050965,0.7977563305982975,21,0.7504184653334508,0.8794819839661704,0.9067042551317065,0.9283763545062109,2,9,46,372
21,0.07023411371237458,1,1,2,0.10509193259563,0.277527992903846,0.926487964028179,0.6354781911093853,0.7643098617165277,56,0.7206413531847414,0.8774557307726192,0.9051184917628403,0.9236190643996124,2,9,56,410
22,0.07357859531772576,1,1,2,0.0805163911347017,0.248057691441441,0.8859390104321606,0.6975898048289922,0.7777798193912687,29,0.7510351510880099,0.8751651836842569,0.903092238569289,0.9257334155581006,2,10,59,555
23,0.07692307692307693,1,1,2,0.0981921931354066,0.276792830967153,0.8988792447995171,0.6805667974522951,0.7748068129308803,42,0.7498898775438287,0.8748127918245089,0.90247555281473,0.9236190643996124,2,10,51,393
24,0.0802675585284281,1,1,2,0.734849324575517,0.757551583302908,0.4137603669101288,0.23629266065146928,0.369137766937734,141,0.08889084662144305,0.4048101488855607,0.9020350629900449,0.9188617742930139,8,10,97,626
25,0.08361204013377926,1,1,2,0.126289880803453,0.461898,0.9459398006458677,0.6382119552857283,0.769668611515577,9,0.7240771738172849,0.8767509470531231,0.8993921240419346,0.9257334155581006,2,11,103,1314
26,0.08695652173913043,1,1,2,0.134426153634716,0.814264533567776,0.9703992991982355,0.41709926143343246,0.6908768890839339,33,0.5878777200246674,0.8715531671218395,0.8989516342172496,0.9230023786450533,3,11,63,932
27,0.0903010033444816,1,1,2,0.0550092564736542,0.132961208598917,0.9163599771208304,0.6668459130894493,0.7853577698983117,15,0.7405514932605057,0.8730508325257686,0.8987754382873756,0.9176284027838957,2,11,60,407
28,0.09364548494983277,1,1,2,0.11223757676122,0.23905649622638,0.9128136895371665,0.649077380806256,0.7689974685082397,11,0.717381728482072,0.8649458197515637,0.8965729891639503,0.9170117170293366,2,12,56,341
29,0.09698996655518395,1,1,2,0.0896572861663926,0.264189323706294,0.8827781237877003,0.688954523896724,0.7735312717088645,21,0.7442516077878601,0.8646815258567527,0.8949872257950842,0.9170117170293366,2,12,71,531
30,0.10033444816053512,1,2,3,0.137828483293102,0.370139112640449,0.8705124530437878,0.7087404164084967,0.7775524539339864,13,0.7493612897542067,0.8649458197515637,0.8948110298652101,0.9166593251695886,2,12,68,447
31,0.10367892976588629,1,2,3,0.0515159185982737,0.537523766865643,0.8616995927003842,0.6394234107244559,0.7537396318100452,72,0.7227557043432297,0.8619504889437054,0.8945467359703991,0.9193903620826359,2,12,55,297
32,0.10702341137123746,1,2,3,0.0215771782667607,0.0658689307725947,0.9109490262115018,0.6876718769807353,0.7860050160393518,7,0.7531495022464981,0.8652982116113118,0.8913752092326668,0.9126949167474231,2,13,73,513
33,0.11036789297658862,1,2,3,0.32411241300326,0.32411241300326,0.8994723453272964,0.5888159762468846,0.7399705970878109,10,0.6225002202449124,0.8613338031891463,0.8908466214430447,0.9133997004669192,3,13,76,553
34,0.11371237458193979,1,2,3,0.218923111805127,0.386343039796495,0.8741643099550744,0.6489231321488137,0.7582355532700562,46,0.7208175491146155,0.858338472381288,0.8872346048806272,0.9088186062901947,2,16,81,701
35,0.11705685618729098,1,2,3,0.035617138345485,0.103102065546998,0.8384053547081285,0.6667227911703406,0.7505565247482268,14,0.7211699409743635,0.8545502598889966,0.8860893313364461,0.9088186062901947,3,15,77,365
36,0.12040133779264214,1,2,3,0.09917431406869,0.213846157041997,0.9315788298380678,0.5942194844742211,0.7471502099060456,23,0.6905999471412211,0.859131354065721,0.884327372037706,0.9082019205356356,3,16,84,666
37,0.12374581939799331,1,2,3,0.221483307367487,0.295240535019959,0.844722677322575,0.6362991637956418,0.7381767629363487,8,0.698528763985552,0.8519954189058233,0.8812439432649106,0.9041494141485331,3,18,144,724
38,0.12709030100334448,1,2,3,0.0749844718527002,0.189601421647819,0.87469324087084,0.6290291590947227,0.7465277857078343,24,0.7127125363404105,0.8498810677473351,0.8810677473350366,0.9057351775173994,3,17,73,420
39,0.13043478260869565,1,2,3,0.0542654078371987,0.15290766245509,0.9393674387863304,0.6172452991209348,0.7625611181270351,18,0.7032860540921505,0.8560479252929257,0.8805391595454145,0.902387454849793,3,19,120,1314
40,0.13377926421404682,1,2,3,0.00150647520042287,0.00150647520042287,0.11401608506384353,0.0738418835849966,0.24105972486123606,11,0,0,0.8800986697207295,0.8800986697207295,10,1314,1314,1314
41,0.13712374581939799,1,2,3,0.0961086958277778,0.272785302736617,0.8679615571796112,0.6512297847551952,0.7489733019545242,25,0.7201127653951194,0.8512025372213902,0.8796581798960444,0.9048541978680292,3,18,101,583
42,0.14046822742474915,1,2,3,0.180480102161395,0.422551276497585,0.8861699540576361,0.6705617759993341,0.7690149562623444,24,0.7274248964848912,0.8549026517487446,0.8788652982116113,0.8990397321821866,3,21,131,771
43,0.14381270903010032,1,2,3,0.101722715268754,0.270473813657407,0.856480775759352,0.6879912506083969,0.7633207360749947,6,0.7364989868734032,0.8526121046603824,0.8771914368778081,0.8989516342172496,2,21,124,795
44,0.14715719063545152,1,2,3,0.598925800016946,0.598925800016946,0.8535470408730217,0.5020093777768947,0.6659495024273079,14,0.601268610695093,0.8376354506210907,0.8755175755440049,0.903092238569289,4,18,103,682
45,0.1505016722408027,1,2,4,0.221537024071109,0.391920102847004,0.8955241332540613,0.5451237951194416,0.6958933369089894,16,0.6436437318297947,0.840542683464012,0.8749889877543828,0.8973658708483834,4,23,167,873
46,0.15384615384615385,1,2,4,0.1055204142478,0.213895781024179,0.866134536375722,0.5891919961518886,0.7236079963969028,9,0.6718350806096379,0.8384283323055237,0.8741080081050128,0.9020350629900449,3,19,81,390
47,0.15719063545150502,1,2,4,0.1055204142478,0.213895781024179,0.866134536375722,0.5891919961518886,0.7236079963969028,31,0.6718350806096379,0.8384283323055237,0.8741080081050128,0.9020350629900449,3,19,81,390
48,0.1605351170568562,1,2,4,0.308623689542772,0.84912109375,0.9204130153226531,0.5919951827567511,0.7375944533768862,3,0.6831116201215752,0.8445070918861775,0.8738437142102018,0.8948991278301471,3,24,146,795
49,0.16387959866220736,1,2,4,0.123129556560509,0.311425705038725,0.9184572586187635,0.4941870493635216,0.7063297658639335,26,0.6257598449475817,0.839837899744516,0.8702316976477843,0.893753854285966,3,26,155,1314
50,0.16722408026755853,1,2,4,0.0473841742561237,0.115474250439571,0.9432152962509287,0.6029588482641751,0.7572590080784464,36,0.6878689102281738,0.8413355651484451,0.8680292485243591,0.894106246145714,3,24,149,635
51,0.1705685618729097,1,2,4,0.319643699989287,0.737770519741526,0.8364501870832863,0.6689356916295753,0.7517892183251548,14,0.7265439168355211,0.841511761078319,0.8678530525944851,0.893401462426218,3,25,109,1043
52,0.17391304347826086,1,2,4,0.162063885144569,0.391882301907091,0.7705599685635931,0.6455538326593573,0.7181698946364407,19,0.7098053034974892,0.8338472381287992,0.867676856664611,0.8975420667782574,3,22,102,568
53,0.17725752508361203,1,2,4,0.15166531405603,0.347681277439703,0.7518784494528389,0.6430361249054074,0.7055370667627916,18,0.6772090564707955,0.8304995154611928,0.8665315831204299,0.8963086952691393,4,23,126,586
54,0.1806020066889632,1,2,4,0.15166531405603,0.347681277439703,0.7518784494528389,0.6430361249054074,0.7055370667627916,1,0.6772090564707955,0.8304995154611928,0.8665315831204299,0.8963086952691393,4,23,126,586
55,0.18394648829431437,1,2,4,0.0487922320301295,0.123100130767947,0.8627221966920465,0.5505588237277577,0.716204783217952,8,0.6411769888115585,0.823187384371421,0.8639767421372566,0.8953396176548322,4,23,81,405
56,0.18729096989966554,1,2,4,0.102101186532706,0.274653187877919,0.9038257407981812,0.6057432946418803,0.737159522141521,73,0.6825830323319532,0.8347282177781693,0.8638886441723196,0.8817725310545327,3,44,1314,1314
57,0.19063545150501673,1,2,4,0.195348324212311,0.422627763158454,0.9098921885631429,0.6329113073941499,0.7655579313694294,7,0.716941238657387,0.840190291604264,0.8637124482424456,0.8798343758259184,3,1314,1314,1314
58,0.1939799331103679,1,2,4,0.521452179528282,0.917705476284027,0.6991312022923278,0.19817105362223073,0.6766533549384933,24,0.4762575984494758,0.725134349396529,0.8629195665580125,0.8629195665580125,6,1314,1314,1314
59,0.19732441471571907,1,2,4,0.11580591788882,0.308563972724458,0.7067006870672184,0.7041352690492182,0.7030366713355104,22,0.6912166328957801,0.823011188441547,0.8625671746982645,0.8878512906351863,4,30,150,641
60,0.20066889632107024,2,3,5,0.038964957272487,0.104362372188139,0.7944082521075381,0.654974767427495,0.7301476528367914,31,0.6905999471412211,0.822658796581799,0.8624790767333275,0.8897894458638006,4,28,129,600
61,0.2040133779264214,2,3,5,0.139541030915999,0.364738479694899,0.7406519087999869,0.6749328456981829,0.7066655706996627,9,0.6797638974539688,0.8182538983349484,0.8623028808034534,0.8864417231961942,5,32,221,1314
62,0.20735785953177258,2,3,5,0.0638034444992737,0.166363438725133,0.9138382592426865,0.5996437373223795,0.7429601754412287,44,0.6800281913487799,0.832085278830059,0.8620385869086424,0.885560743546824,3,32,128,577
63,0.21070234113712374,2,3,5,0.107580864795866,0.231672756847811,0.9490610398621713,0.5301784522611327,0.71996632510045,40,0.645493789093472,0.8295304378468857,0.8611576072592723,0.8858250374416351,3,31,148,772
64,0.2140468227424749,2,3,5,0.0540829745571988,0.1526416345691,0.7301444699084582,0.6303789125425526,0.6950789204419745,9,0.6682230640472205,0.8214254250726808,0.858602766276099,0.8940181481807771,4,24,102,531
65,0.21739130434782608,2,3,5,0.256614619950851,0.657713744601973,0.7397897796388143,0.7045227350904513,0.720361811771203,6,0.6745661175226852,0.813760902123161,0.8577217866267289,0.8832701964584618,5,35,133,649
66,0.22073578595317725,2,3,5,0.260750716865474,0.653740407761628,0.8239360987765812,0.6514102522204467,0.7378929035018279,28,0.7026693683375914,0.8225706986168619,0.8575455906968549,0.8833582944233989,4,32,163,839
67,0.22408026755852842,2,3,5,0.184480362480839,0.452517656777409,0.7770038838980373,0.6565593642518649,0.7243839508014042,21,0.6942119637036385,0.8200158576336887,0.8573693947669809,0.8888203682494934,4,28,123,565
68,0.22742474916387959,2,3,5,0.0852867302440314,0.192320172259508,0.716547179837511,0.6323407806444856,0.685011014012382,10,0.655096467271606,0.8104131794555546,0.8544621619240595,0.8872346048806272,5,28,105,767
69,0.23076923076923078,2,3,5,0.284005079621179,0.548270840736544,0.9229086307316792,0.6100840448930321,0.7457703091298685,86,0.6863712448242446,0.8216897189674919,0.8527002026253193,0.8781605144921152,4,38,198,1314
70,0.23411371237458195,2,3,5,0.155805555700405,0.354501253054027,0.7244372138757779,0.5926933801444544,0.6766482933104679,23,0.6444366135142279,0.8064487710333891,0.8519073209408863,0.8833582944233989,5,30,135,907
71,0.23745819397993312,2,3,5,0.214794901512493,0.387762545164104,0.8753484705151187,0.6171023397463999,0.7366584530215038,28,0.7019645846180953,0.8236278741961061,0.8515549290811383,0.8767509470531231,4,42,200,866
72,0.2408026755852843,2,3,5,0.222488657387014,0.324957240051348,0.7397883954188674,0.4944620893743594,0.6355217668551592,19,0.5968637124482424,0.7936745661175227,0.8512025372213902,0.8718174610166505,6,47,211,949
73,0.24414715719063546,2,3,5,0.0309313644603119,0.0968886288253478,0.8549913700213695,0.6013242986475631,0.7190457921363937,12,0.6700731213108977,0.8148180777024051,0.8504096555369571,0.8796581798960444,4,34,131,593
74,0.24749163879598662,2,3,5,0.10393874421122,0.232515418635947,0.8393322180011326,0.6277786305371086,0.734638620969292,1,0.7032860540921505,0.8173729186855784,0.849528675887587,0.8784248083869263,4,34,149,651
75,0.2508361204013378,2,3,6,0.071723038902298,0.190943311369395,0.9143249688690632,0.5570451531079442,0.7240782697305045,17,0.6469033565324641,0.8128799224737908,0.8475905206589728,0.8777200246674302,5,36,121,556
76,0.25418060200668896,2,3,6,0.120532772442957,0.94,0.9236792816957471,0.5904389943638831,0.7380704256658923,16,0.6691040436965906,0.8207206413531848,0.8464452471147916,0.8722579508413356,4,54,1314,1314
77,0.25752508361204013,2,3,6,0.0654226646015329,0.125129411004304,0.7638970511404285,0.5789049042014115,0.687900523591049,35,0.6322790943529204,0.8002819134877984,0.8445951898511145,0.8784248083869263,5,34,128,580
78,0.2608695652173913,2,3,6,0.148948839943617,0.324801038338658,0.9498196981370413,0.5471759736430105,0.7206179680782621,16,0.6559774469209761,0.8175491146154524,0.8442427979913664,0.8689102281737292,4,47,178,757
79,0.26421404682274247,2,3,6,0.118222679497514,0.272721070850406,0.9045155170032326,0.5032879975174065,0.691676366379806,11,0.6177429301383138,0.8013390890670425,0.8435380142718704,0.8737556162452648,5,36,151,718
80,0.26755852842809363,2,3,6,0.0712129409743635,0.200669967427702,0.8360607912667057,0.6097444536453936,0.7243392430929227,16,0.6754470971720553,0.8108536692802396,0.8429213285173113,0.8679411505594221,5,60,373,854
81,0.2709030100334448,2,3,6,0.103938862835874,0.215037981955307,0.7410255008776035,0.6117900368667487,0.692690175526316,22,0.6632014800458109,0.8031010483657828,0.8423927407276892,0.8741961060699498,5,36,144,583
82,0.27424749163879597,2,3,6,0.153123054906394,0.342970431320535,0.7332167578490774,0.5159103464638677,0.6489777318889398,9,0.5870848383402344,0.7927054885032155,0.8421284468328781,0.885208351687076,6,27,106,543
83,0.27759197324414714,2,3,6,0.218598341648199,0.473766457864947,0.9221241523234066,0.5659930946621781,0.7212269877263933,9,0.6488415117610783,0.8070654567879482,0.840278389569201,0.8680292485243591,5,49,230,1314
84,0.2809364548494983,2,3,6,0.211292273196194,0.361793433497615,0.8274733354180706,0.5842085122309751,0.7067131980689375,17,0.6471676504272751,0.7982556602942472,0.8374592546912166,0.8712888732270284,6,43,148,746
85,0.2842809364548495,2,3,6,0.0832818622794733,0.177126209446052,0.620463062298571,0.3839186227178627,0.5785546223737494,4,0.504184653334508,0.8069773588230111,0.8373711567262796,0.841159369218571,5,1314,1314,1314
86,0.28762541806020064,2,3,6,0.10346450046809,0.192825160323395,0.897211342957418,0.48088206197381295,0.6857623967415768,5,0.5962470266936833,0.7935864681525857,0.8361377852171615,0.8704959915425954,6,38,127,658
87,0.2909698996655518,2,3,6,0.0288096009162188,0.0778622668161435,0.7424264503726904,0.36621602896969946,0.5857983122447198,7,0.4912342524887675,0.770416703374152,0.8360496872522245,0.8553431415734296,7,1314,1314,1314
88,0.29431438127090304,2,3,6,0.132854008105013,0.381754396825397,0.7532220657406404,0.6409656758164226,0.696453687825903,3,0.6593251695885824,0.7974627786098141,0.8355210994626024,0.8573693947669809,6,1314,1314,1314
89,0.2976588628762542,2,3,6,0.120695190222095,0.245566951459075,0.7781290505319857,0.6069500869751709,0.7071422741791062,16,0.6494581975156374,0.7952603294863889,0.8344639238833583,0.8717293630517136,6,38,125,588
90,0.3010033444816054,2,4,7,0.107710078920448,0.187147010081037,0.7857622377210703,0.5665939139897693,0.6914788879174133,5,0.6202977711214871,0.7907673332746014,0.8328781605144921,0.867500660734737,6,44,152,646
91,0.30434782608695654,2,4,7,0.0546867061707407,0.30570420206374,0.9102247402510684,0.48356219604824807,0.7010070221614519,4,0.6010924147652189,0.7892696678706722,0.8322614747599331,0.8638886441723196,6,46,170,691
92,0.3076923076923077,2,4,7,0.0495304217675759,0.141253013397812,0.8827728563633012,0.4894930605105061,0.7247105706293934,3,0.6121046603823451,0.7942031539071448,0.831997180865122,0.8611576072592723,6,53,1305,1305
93,0.3110367892976589,2,4,7,0.0329461078613678,0.109468655785826,0.7594147225109998,0.41504869629206187,0.6012896079352124,46,0.5285877896220598,0.7752620914456876,0.8319090829001851,0.8517311250110122,7,1314,1314,1314
94,0.31438127090301005,2,4,7,0.279179957712977,0.556811387900356,0.7578621176468764,0.5505849030160912,0.6647423934864714,17,0.6072592723108097,0.7719143687780812,0.8304114174962558,0.8304114174962558,8,1314,1314,1314
95,0.3177257525083612,2,4,7,0.271402623748458,0.494119984870806,0.8927611341658669,0.5538552475021424,0.7046525378974378,21,0.6350982292309048,0.7897101576953572,0.8294423398819487,0.8630957624878866,6,47,193,1314
96,0.3210702341137124,2,4,7,0.149921298906269,0.417184967685972,0.9360423557427848,0.5359481699932993,0.7111143335782777,22,0.6259360408774557,0.7976389745396881,0.8286494581975157,0.8512025372213902,6,99,1314,1314
97,0.32441471571906355,2,4,7,0.0384453283483393,0.133896663705263,0.7455418489069392,0.5015387907828958,0.6533971308041953,6,0.5742225354594309,0.7737644260417584,0.8274160866883975,0.866883974980178,7,37,114,484
98,0.3277591973244147,2,4,7,0.00864241036032067,0.00864241036032067,0.11564542724141827,0.07541088030108659,0.22535794060948608,6,0,0,0.8264470090740904,0.8264470090740904,10,1314,1314,1314
99,0.3311036789297659,2,4,7,0.13885812674434,0.346925565445026,0.901654749415629,0.44642189891230644,0.6699273134227781,21,0.5673508941943441,0.7791384019029161,0.8258303233195313,0.8628314685930755,7,44,1314,1314
100,0.33444816053511706,2,4,7,0.0670542417738587,0.172956316731779,0.8862817906614741,0.5121472381720079,0.6878130669584105,14,0.6140428156109594,0.7824861245705225,0.8243326579156022,0.8615980970839574,7,45,152,712
